Pipeline_Acc,topic0,topic1
0.71875,0.8797286599260153,0.0
0.84375,0.01815465784674184,0.3989522758486021
0.53125,0.7500936011687503,0.553939508183201
0.90625,0.0,0.33082660963817506
0.84375,0.4657121880847716,0.0
0.3125,0.7852663920129862,0.32158179475980725
0.5,0.8786105107987716,0.41226221875370617
0.8125,0.3176764340587648,0.12008233366423454
0.96875,0.0,0.12476720413769637
0.75,0.2566145760124419,0.3780738890588348
0.875,0.10477219198471305,0.2304105992792687
0.78125,0.0,0.7913542419837257
0.59375,0.9903244960402361,0.0653166469313177
0.59375,0.9124466035092962,0.24574839961372605
0.75,0.0,0.8442224713642567
0.96875,0.0,0.12476720413769637
0.875,0.35917585279596725,0.0
0.5625,0.8707175467033361,0.3252169580605091
0.03125,1.074034536359695,0.8961876199661674
0.96875,0.0,0.12476720413769637
0.96875,0.0,0.12476720413769637
0.59375,0.9124466035092962,0.24574839961372608
0.5,0.8480464029913413,0.5319415154906487
0.78125,0.024736278681580508,0.55331371599017
0.09375,1.0102677469548138,0.9835594075657889
0.5,0.006244661379339992,0.861875709726593
0.6875,0.25373957605785913,0.7094667716189733
0.84375,0.4657121880847716,0.0
0.9375,0.01610747818796924,0.03731273860305386
0.5625,0.414923232454649,0.7150846076682871
0.25,0.9148946973363128,0.878826050623533
0.375,1.0210125765124416,0.5744805028104037
0.25,0.9490364981759076,0.8790605388179835
0.8125,0.5469862929436866,0.0
0.96875,0.0,0.12476720413769637
0.03125,1.074034536359695,0.8961876199661674
0.71875,0.1470804765972707,0.648390747803574
0.8125,0.3176764340587648,0.12008233366423454
0.90625,0.25108484735719044,0.006337924120620148
0.9375,0.0,0.20345709301637874
0.53125,0.9572428942239274,0.2244314613880139
0.8125,0.3176764340587648,0.12008233366423454
0.46875,0.5218181813789499,0.8480453472765082
0.96875,0.0,0.12476720413769637
0.75,0.0,0.8442224713642567
0.65625,0.5686341793199775,0.05326250040154331
0.84375,0.4657121880847716,0.0
0.59375,0.44841924992090704,0.7319787538333136
0.96875,0.0,0.12476720413769637
0.84375,0.4657121880847716,0.0
0.78125,0.3592866231824532,0.13958282739318967
0.75,0.0,0.8429682888736657
0.9375,0.0,0.20345709301637874
0.625,0.8969324769858199,0.17152902158941574
0.375,1.0210125765124416,0.5744805028104037
0.03125,1.0301923300644793,1.0122215763202997
0.6875,0.9145199410742237,0.0
0.78125,0.3592866231824532,0.13958282739318967
0.71875,0.13863061915041447,0.7424719315607112
0.71875,0.7204159616426274,0.057821085353767024
0.875,0.35917585279596725,0.0
0.46875,0.0,1.0597408961634982
0.5625,0.414923232454649,0.7150846076682871
0.71875,0.0,0.8958365182541967
0.96875,0.0,0.12476720413769637
0.625,0.9406770456951304,0.0
0.375,0.1420734910850252,0.8595195447893649
0.46875,0.0,1.0597408961634982
0.875,0.10477219198471305,0.2304105992792687
0.96875,0.0,0.12476720413769637
0.84375,0.4657121880847716,0.0
0.15625,1.1395419274747316,0.4062190760917584
0.375,1.0210125765124416,0.5744805028104037
0.78125,0.3592866231824532,0.13958282739318967
0.375,0.9697395019777189,0.6379348480277917
0.78125,0.0,0.7655325824855744
0.4375,1.001269909973863,0.4711350579837548
0.96875,0.0,0.12476720413769637
0.9375,0.0,0.20345709301637874
0.96875,0.0,0.12476720413769637
0.75,0.0,0.8228450209439142
0.84375,0.28622781782685636,0.09170838529691647
0.9375,0.006581620834838625,0.15436144014156802
0.96875,0.0,0.12476720413769637
0.96875,0.04161018912368846,0.019500493728955105
0.5,0.10470354853371472,0.7185201198457553
0.03125,1.074034536359695,0.8961876199661674
0.625,0.19374979601377998,0.737846722625423
0.75,0.0,0.8442224713642567
0.78125,0.0,0.7655325824855744
0.84375,0.4657121880847716,0.0
0.53125,0.5715899113489086,0.6855364098194292
0.34375,0.9446765507279045,0.44223830275445647
0.6875,0.9145199410742237,0.0
0.6875,0.053292583226525116,0.6754861508752994
0.84375,0.4657121880847716,0.0
0.625,0.0,1.0030746114976266
0.78125,0.0,0.7655325824855744
0.75,0.0,0.8442224713642567
0.71875,0.349751370453875,0.3618947867108485
0.6875,0.19321968514100274,0.788709124585018
0.71875,0.1470804765972707,0.648390747803574
0.53125,0.918965863812758,0.3981109738350733
0.1875,1.0276877711458916,0.5705501091565441
0.5625,1.0159094669146445,0.07223237949479301
0.96875,0.0,0.12476720413769637
0.84375,0.28622781782685636,0.09170838529691647
0.625,0.8969324769858199,0.17152902158941574
0.4375,0.9289906356096469,0.5524662189219491
1.0,0.0,0.0
0.03125,1.074034536359695,0.8961876199661674
0.75,0.0,0.8429682888736657
0.875,0.03786340466481245,0.3305749453306357
0.84375,0.28622781782685636,0.09170838529691647
0.875,0.0,0.36231738859836354
0.8125,0.0,0.46122775590036774
0.90625,0.0,0.33082660963817506
0.71875,0.18180565471991006,0.42483562258865687
0.9375,0.0,0.20345709301637874
0.5,0.9508460828438084,0.43280757419631927
0.59375,0.0235441401227353,1.0277809715080102
0.625,0.01756867774364282,0.9918485871058876
0.6875,0.25373957605785913,0.7094667716189733
0.84375,0.4657121880847716,0.0
0.75,0.0,0.8442224713642567
0.6875,0.9145199410742237,0.0
0.75,0.0,0.8429682888736657
0.6875,0.19321968514100274,0.788709124585018
0.65625,0.9611938035080219,0.0
0.625,0.8969324769858199,0.17152902158941574
0.90625,0.02209574735831463,0.2285808181658784
0.21875,1.1489571568797023,0.20801107221341872
0.96875,0.0,0.12476720413769637
0.71875,0.07816410631731115,0.8218632446838222
0.84375,0.018217018378118625,0.4009511417688228
0.1875,0.6377225714202973,0.9724943011806679
0.375,1.0210125765124416,0.5744805028104037
0.5,0.5959049381190334,0.6963530857220332
0.5625,0.8875172475808495,0.3697370254677554
0.78125,0.0,0.7913542419837257
0.96875,0.0,0.12476720413769637
0.15625,1.08529517225639,0.7042845083307409
0.75,0.11563186036536219,0.620016799436256
0.96875,0.0,0.12476720413769637
0.90625,0.25108484735719044,0.006337924120620148
0.625,0.8969324769858199,0.17152902158941574
0.5625,1.0159094669146445,0.07223237949479301
0.46875,0.992456271967497,0.4523080679252744
0.4375,0.8119098302484257,0.5207086906240399
0.96875,0.0,0.12476720413769637
0.78125,0.5936601553774846,0.0
0.75,0.0,0.8442224713642567
0.75,0.0,0.8442224713642567
0.5625,0.9540567926329845,0.2652488933426812
0.6875,0.9145199410742237,0.0
0.96875,0.0,0.12476720413769637
0.90625,0.0,0.33082660963817506
0.90625,0.0,0.33082660963817506
0.96875,0.0,0.12476720413769637
0.21875,0.9932559316338665,0.7842035386094389
0.75,0.33760101716843016,0.14874450241874546
0.59375,0.44841924992090704,0.7319787538333136
0.5625,0.4900294390445955,0.7514792475622688
0.625,0.9879908281474276,0.0
0.71875,0.17770555861752674,0.7144897465607075
1.0,0.0,0.0
0.9375,0.0,0.20345709301637874
0.15625,1.1395419274747316,0.4062190760917584
0.96875,0.0,0.12476720413769637
0.59375,1.0346646905812256,0.0
0.71875,0.8797286599260153,0.0
0.96875,0.0,0.12476720413769637
0.8125,0.32783800695054477,0.11120887902587161
0.78125,0.0,0.7913542419837257
0.96875,0.0,0.12476720413769637
0.625,0.0,0.9860078760016844
1.0,0.0,0.0
0.96875,0.0,0.12476720413769637
0.59375,1.0346646905812256,0.0
0.96875,0.0,0.12476720413769637
0.84375,0.4657121880847716,0.0
0.5625,1.0159094669146445,0.07223237949479301
0.4375,0.9605012881600112,0.5513286028106187
0.75,0.0,0.8442224713642567
0.71875,0.40609398315277745,0.3203963002893412
0.09375,1.0161195787591648,0.9766579743439916
0.78125,0.0,0.7655325824855744
0.75,0.3081411813301866,0.34239429298189344
0.9375,0.0,0.20345709301637874
0.65625,0.36879515488155074,0.6763126515201692
0.21875,0.959923030373178,0.5770296071332672
0.875,0.0,0.37470973203805497
0.96875,0.0,0.12476720413769637
0.375,1.0210125765124416,0.5744805028104037
0.75,0.3081411813301866,0.34239429298189344
0.78125,0.5936601553774846,0.0
0.6875,0.25373957605785913,0.7094667716189733
0.625,0.8969324769858199,0.17152902158941574
0.84375,0.4657121880847716,0.0
0.875,0.35917585279596725,0.0
0.28125,0.9035511566899089,0.8571339947885395
0.625,0.06926646609312628,0.39311371835098874
0.75,0.2566145760124419,0.3780738890588348
0.90625,0.0,0.33082660963817506
0.75,0.0,0.8429682888736657
0.875,0.03786340466481245,0.3305749453306357
0.75,0.0,0.8442224713642567
0.75,0.0,0.8066654235632101
0.75,0.0,0.8442224713642567
0.75,0.0,0.8442224713642567
0.6875,0.893431168123881,0.0
0.125,1.0376361138701522,0.791195822324469
0.8125,0.4781667845078127,0.0
0.96875,0.0,0.12476720413769637
0.46875,0.992456271967497,0.4523080679252744
0.53125,0.9067768492592737,0.3765643225460343
0.65625,0.9611938035080219,0.0
0.0625,1.0667406961780916,0.877701871421594
0.75,0.13792395876181376,0.603951103497255
0.375,0.05349276878851944,1.1579043485470983
0.78125,0.05292838604864217,0.47999895095119144
0.625,0.8969324769858199,0.17152902158941574
0.75,0.0531750408182438,0.46858674714867327
0.71875,0.17770555861752674,0.7144897465607075
0.90625,0.0,0.16677280405790193
0.78125,0.0,0.7913542419837257
0.6875,0.9145199410742237,0.0
0.65625,0.0,0.924381713881622
0.96875,0.0,0.12476720413769637
0.96875,0.0,0.12476720413769637
0.75,0.0,0.8442224713642567
0.65625,0.9611938035080219,0.0
0.71875,0.8797286599260153,0.0
0.5625,0.8875172475808495,0.3697370254677554
0.8125,0.5469862929436866,0.0
0.65625,0.5952300779185823,0.0660635687760297
0.9375,0.0,0.20345709301637874
0.625,0.8969324769858199,0.17152902158941574
0.96875,0.0,0.12476720413769637
0.9375,0.006581620834838624,0.15436144014156802
0.78125,0.3592866231824532,0.13958282739318967
0.75,0.0,0.8442224713642567
0.59375,0.9903244960402361,0.0653166469313177
0.78125,0.0,0.7913542419837257
1.0,0.0,0.0
0.84375,0.03953633433193169,0.0912684379920051
0.75,0.11563186036536219,0.620016799436256
0.15625,0.5577565849825186,1.0908699222987022
0.53125,0.521478055276504,0.7798531959295867
0.5,0.6868791680866071,0.7111003670435464
0.6875,0.9145199410742237,0.0
0.75,0.0,0.8442224713642567
0.78125,0.0,0.7913542419837257
0.8125,0.5469862929436866,0.0
0.46875,0.992456271967497,0.4523080679252744
0.71875,0.8797286599260153,0.0
0.78125,0.0,0.7655325824855744
0.6875,0.9145199410742237,0.0
0.71875,0.13863061915041447,0.7424719315607112
0.5625,0.9540567926329845,0.2652488933426812
0.8125,0.5469862929436866,0.0
0.75,0.0,0.8442224713642567
0.65625,0.0,0.924381713881622
0.96875,0.0,0.12476720413769637
0.59375,0.8720031210573734,0.29551764744344494
0.84375,0.4657121880847716,0.0
0.71875,0.8797286599260153,0.0
0.96875,0.0,0.12476720413769637
0.78125,0.0,0.7913542419837257
0.84375,0.0794735937885009,0.3500754390595908
0.90625,0.0,0.33082660963817506
0.84375,0.1463823811084015,0.24991109300822376
0.6875,0.27565836044011766,0.6924917538681552
0.9375,0.0,0.20345709301637874
0.78125,0.0,0.7655325824855744
0.75,0.0,0.8442224713642567
0.84375,0.28622781782685636,0.09170838529691647
0.625,0.8969324769858199,0.17152902158941574
0.875,0.35917585279596725,0.0
0.78125,0.2150043868887535,0.35857339532987964
0.6875,0.18869066572095905,0.6678912415325291
0.9375,0.0,0.20345709301637874
0.96875,0.0,0.12476720413769637
0.78125,0.08115583188857156,0.13316103750231648
0.5625,0.8875172475808495,0.3697370254677554
0.5625,0.4900294390445955,0.7514792475622688
0.8125,0.32783800695054477,0.11120887902587161
0.53125,0.9291274367045377,0.3892375191967105
0.5625,1.0159094669146445,0.07223237949479301
0.96875,0.0,0.12476720413769637
0.59375,0.8720031210573734,0.29551764744344494
0.21875,1.091464945184455,0.2503995397775308
0.96875,0.0,0.12476720413769637
0.875,0.06420872460327083,0.07530310370676896
0.71875,0.8797286599260153,0.0
0.90625,0.025899711562075548,0.18992762980952413
0.8125,0.32783800695054477,0.11120887902587161
0.6875,0.07924893381645352,0.5080174159041141
0.6875,0.18024080827410283,0.7619724252896664
0.96875,0.0,0.12476720413769637
0.8125,0.008362138178690366,0.2219384211627824
0.875,0.0,0.36231738859836354
0.625,0.0,1.0030746114976266
0.25,0.9490364981759076,0.8790605388179835
0.75,0.0,0.8442224713642567
0.625,0.0,1.0030746114976266
0.8125,0.5469862929436866,0.0
0.96875,0.0,0.12476720413769637
0.75,0.2566145760124419,0.3780738890588348
0.78125,0.3592866231824532,0.13958282739318967
0.5625,0.48466681923475724,0.6962416573134349
0.4375,0.9605012881600112,0.5513286028106187
0.625,0.4505893050998708,0.6690878911002508
0.75,0.0,0.8442224713642567
0.53125,0.9291274367045377,0.3892375191967105
0.5625,1.0159094669146445,0.07223237949479301
0.0625,0.9885821409407909,0.9927210825913447
0.78125,0.3592866231824532,0.13958282739318967
0.25,0.9490364981759076,0.8790605388179835
0.03125,1.074034536359695,0.8961876199661674
0.6875,0.894640813362762,0.0
0.59375,0.9385426661095083,0.19102951531837098
0.90625,0.0,0.33082660963817506
0.625,0.0,0.9457514279694422
0.59375,0.6770347958131533,0.506065066086928
0.03125,0.997395778947157,1.011548072649825
0.75,0.0,0.8442224713642567
0.375,1.0210125765124416,0.5744805028104037
0.53125,0.27212594808200663,0.9472154089033596
0.71875,0.7204159616426274,0.057821085353767024
0.5625,1.0159094669146445,0.07223237949479301
0.5625,1.0159094669146445,0.07223237949479301
0.71875,0.1470804765972707,0.648390747803574
0.9375,0.0,0.20345709301637874
0.84375,0.4657121880847716,0.0
0.75,0.0,0.8442224713642567
0.6875,0.25373957605785913,0.7094667716189733
0.96875,0.008813638006365893,0.018826990058480448
0.625,0.9406770456951304,0.0
0.1875,0.9578594446152251,0.9202796346578203
0.6875,0.9264025223598134,0.0
0.84375,0.0,0.5096226308856093
0.75,0.0,0.8442224713642567
0.96875,0.0,0.12476720413769637
0.59375,0.8619039086969702,0.30638996800202867
0.75,0.5369346280067875,0.0
0.9375,0.0,0.20345709301637874
0.75,0.0,0.8429682888736657
0.46875,0.941183197432774,0.5157624131426626
0.90625,0.0,0.33082660963817506
0.75,0.0,0.8442224713642567
0.90625,0.25108484735719044,0.006337924120620148
0.21875,0.5399799680007938,1.0575946052607421
0.65625,0.920619397458315,0.0
0.75,0.0,0.8442224713642567
0.40625,0.10046330196133677,0.8400190510604097
0.5625,1.0159094669146445,0.07223237949479301
0.9375,0.0,0.20345709301637874
0.71875,0.349751370453875,0.3618947867108485
0.09375,1.05815769601294,0.8613390813441213
0.8125,0.3176764340587648,0.12008233366423454
0.84375,0.4657121880847716,0.0
0.8125,0.2950414558332222,0.11053537535539691
0.40625,1.0205880007010997,0.5067012476517109
0.84375,0.0,0.5958593064297698
0.625,0.8969324769858199,0.17152902158941574
0.71875,0.349751370453875,0.3618947867108485
0.1875,1.0434309549060696,0.5781877797540305
0.65625,0.9611938035080219,0.0
0.75,0.0,0.8442224713642567
0.71875,0.8797286599260153,0.0
0.625,0.8969324769858199,0.17152902158941574
0.9375,0.0,0.20345709301637874
0.5625,0.05768690368147169,1.00724643667933
0.53125,1.025467466509902,0.15068710810761402
0.78125,0.5936601553774846,0.0
0.8125,0.5123860505185697,0.0
0.875,0.03786340466481245,0.3305749453306357
0.5,0.7533563526073654,0.6046133689982516
0.96875,0.0,0.12476720413769637
0.40625,1.01546182794811,0.00326759487077035
0.5625,1.0159094669146445,0.07223237949479301
0.71875,0.0,0.8744590678338542
0.9375,0.04907857740778207,0.03876649926345956
0.34375,0.09673249885115841,1.1759095219318603
0.96875,0.0,0.12476720413769637
0.96875,0.01151613104700367,0.01307963566696933
0.9375,0.0,0.14277269517634883
0.375,0.1420734910850252,0.8595195447893649
0.84375,0.4657121880847716,0.0
0.59375,0.9385426661095083,0.19102951531837098
0.84375,0.28622781782685636,0.09170838529691647
0.625,0.954981187063719,0.017165696097881832
0.78125,0.0,0.7655325824855744
0.6875,0.04034952176836654,0.8704123103594069
0.9375,0.015702292244265025,0.03406828163211505
0.5,0.7533563526073654,0.6046133689982516
0.78125,0.0,0.7913542419837257
0.90625,0.25108484735719044,0.006337924120620148
0.59375,0.44841924992090704,0.7319787538333136
0.71875,0.2759326667396788,0.41364007872679087
0.875,0.2926950364808789,0.025838417849575242
0.625,0.8969324769858199,0.17152902158941574
0.71875,0.8797286599260153,0.0
0.5625,0.9540567926329845,0.2652488933426812
0.75,0.0,0.8442224713642567
0.84375,0.4657121880847716,0.0
0.625,0.42133798397179795,0.633171108584871
0.75,0.0,0.8442224713642567
0.9375,0.0,0.20345709301637874
0.84375,0.4657121880847716,0.0
0.4375,0.9605012881600112,0.5513286028106187
0.28125,0.9396683332568445,0.8613677548675648
0.03125,1.074034536359695,0.8961876199661674
0.90625,0.0,0.33082660963817506
0.78125,0.0,0.7655325824855744
0.53125,0.6452689789629187,0.6915998733145912
0.5625,1.0159094669146445,0.07223237949479301
0.90625,0.0,0.33082660963817506
0.21875,0.9524551859952007,0.895120237062068
0.59375,0.9124466035092962,0.24574839961372605
0.21875,1.014269689389265,0.4777348503886104
0.78125,0.0,0.7655325824855744
0.84375,0.4657121880847716,0.0
0.96875,0.0,0.12476720413769637
0.625,0.2992242419950634,0.47127512773251823
0.875,0.03786340466481245,0.3305749453306357
0.5625,1.0159094669146445,0.07223237949479301
0.9375,0.0,0.20345709301637874
0.6875,0.9145199410742237,0.0
0.5625,1.0159094669146445,0.07223237949479301
1.0,0.0,0.0
0.9375,0.0,0.20345709301637874
0.5625,0.07850467991083404,0.4797199635681619
0.9375,0.0,0.20345709301637874
0.9375,0.006581620834838626,0.15436144014156802
0.5,0.9769421454440209,0.37808868990096395
0.65625,0.36879515488155074,0.6763126515201692
