Pipeline_Acc,topic0,topic1
0.96875,0.0,0.12476720413769637
0.03125,0.997395778947157,1.011548072649825
0.78125,0.0,0.7913542419837257
0.1875,0.9879535026919097,0.926700492719806
0.40625,0.0,1.0902388194765549
0.96875,0.0,0.12476720413769637
0.59375,0.5508294861810815,0.08654108397671925
0.71875,0.0,0.8643349942241635
0.5625,1.0159094669146445,0.07223237949479301
0.40625,0.1300197891307259,1.0991883783418095
0.8125,0.5469862929436866,0.0
0.78125,0.15139080837660895,0.48234307619455735
0.78125,0.15139080837660895,0.48234307619455735
0.5625,0.414923232454649,0.7150846076682871
0.59375,0.9903244960402361,0.0653166469313177
0.75,0.0,0.8429682888736657
0.375,0.10610523231997142,1.0245640346977982
0.71875,0.2759326667396788,0.41364007872679087
0.3125,0.7852663920129862,0.32158179475980725
0.96875,0.04161018912368846,0.019500493728955105
0.96875,0.0,0.12476720413769637
0.5,0.014919876884051586,1.083309179654129
0.6875,0.9145199410742237,0.0
0.78125,0.024736278681580508,0.55331371599017
0.78125,0.3592866231824532,0.13958282739318967
0.6875,0.08703557716133765,0.5703245150797507
0.75,0.0,0.8429682888736657
0.6875,0.8722597016065268,0.0
0.65625,0.9611938035080219,0.0
0.6875,0.9145199410742237,0.0
0.9375,0.0,0.20345709301637874
0.5625,1.0159094669146445,0.07223237949479301
0.8125,0.5469862929436866,0.0
0.03125,1.0301923300644793,1.0122215763202997
0.65625,0.36879515488155074,0.6763126515201692
1.0,0.0,0.0
0.625,0.4505893050998708,0.6690878911002508
0.875,0.02217416996491565,0.19026628363178327
0.96875,0.04161018912368846,0.019500493728955105
0.75,0.0,0.8442224713642567
0.625,0.9809957680899787,0.0
0.8125,0.0,0.5411134098457978
0.96875,0.0,0.12476720413769637
0.96875,0.008813638006365893,0.018826990058480448
0.71875,0.07822193915497178,0.5514975250212703
0.96875,0.0,0.12476720413769637
0.6875,0.9145199410742237,0.0
0.25,0.9388749252841276,0.8879339934563465
0.625,0.3442939861987919,0.7209200411004695
0.375,1.0210125765124416,0.5744805028104037
0.65625,0.2522333117862762,0.4713379603791489
0.46875,0.9701641735710453,0.4683737638642754
0.90625,0.0,0.33082660963817506
0.625,0.8969324769858199,0.17152902158941574
0.53125,0.14125191464732711,0.5840004149470491
0.78125,0.0,0.7913542419837257
0.3125,0.9960459812042785,0.7342426469819846
0.84375,0.0,0.41393143548830363
0.875,0.10477219198471305,0.2304105992792687
0.96875,0.0,0.12476720413769637
0.78125,0.0,0.7655325824855744
0.5625,1.0159094669146445,0.07223237949479301
0.8125,0.3176764340587648,0.12008233366423454
0.25,1.1456944054410871,0.15733721139836818
0.0625,1.0217838780018176,0.9966390432327583
0.84375,0.4657121880847716,0.0
0.90625,0.0,0.33082660963817506
0.78125,0.0,0.7655325824855744
0.4375,0.9605012881600112,0.5513286028106187
0.875,0.2926950364808789,0.025838417849575242
0.5,0.7533563526073654,0.6046133689982516
0.125,1.0903257828785544,0.7201830029337646
0.5,0.9605760529364463,0.4176114675640285
0.78125,0.02473627868158049,0.55331371599017
0.90625,0.0,0.33082660963817506
0.9375,0.01610747818796924,0.03731273860305386
0.65625,0.36879515488155074,0.6763126515201692
0.9375,0.0,0.20345709301637874
0.75,0.3081411813301866,0.34239429298189344
0.5625,1.0159094669146445,0.07223237949479301
0.96875,0.0,0.12476720413769637
0.90625,0.0,0.33082660963817506
0.9375,0.0,0.20345709301637874
0.6875,0.9004350728315975,0.0
0.0,1.0390059680708452,1.03104856637878
0.59375,0.8619039086969702,0.30638996800202867
0.96875,0.01151613104700367,0.01307963566696933
0.875,0.10477219198471305,0.2304105992792687
0.75,0.06264997979383521,0.7476438666595117
0.125,0.6728655418899632,1.0578647623569644
0.90625,0.0,0.22482379836687658
0.8125,0.3176764340587648,0.12008233366423454
0.65625,0.36879515488155074,0.6763126515201692
0.78125,0.0,0.7655325824855744
0.75,0.0,0.8442224713642567
0.96875,0.0,0.12476720413769637
0.9375,0.0,0.20345709301637874
0.625,0.8969324769858199,0.17152902158941574
0.75,0.0,0.8429682888736657
0.75,0.0,0.8442224713642567
0.75,0.0,0.8442224713642567
0.0,1.0390059680708452,1.03104856637878
0.5625,0.9021965805051497,0.0
0.9375,0.0,0.20345709301637874
0.78125,0.15139080837660895,0.48234307619455735
0.0,1.0390059680708452,1.03104856637878
0.6875,0.9145199410742237,0.0
0.71875,0.349751370453875,0.3618947867108485
0.6875,0.9145199410742237,0.0
0.40625,0.5948769867345468,0.8959197893727813
0.96875,0.0,0.12476720413769637
0.84375,0.0,0.4096137090104277
0.71875,0.13863061915041447,0.7424719315607112
0.96875,0.0,0.12476720413769637
0.8125,0.08114652345562018,0.11076893172096022
0.5625,1.0159094669146445,0.07223237949479301
0.875,0.03786340466481245,0.3305749453306357
0.71875,0.13157965901862592,0.17148852128975203
0.84375,0.4657121880847716,0.0
0.625,0.8969324769858199,0.17152902158941574
0.03125,1.074034536359695,0.8961876199661674
0.375,1.0210125765124416,0.5744805028104037
0.9375,0.0,0.20345709301637874
0.90625,0.07362235267605922,0.19290122208893712
0.6875,0.19321968514100274,0.788709124585018
0.90625,0.0,0.33082660963817506
0.9375,0.0,0.20345709301637874
0.71875,0.8255858391727287,0.0
0.96875,0.0,0.12476720413769637
0.625,0.5420158481747156,0.06771409391823885
0.53125,0.9198188662975003,0.2259196136242045
0.34375,0.8184350833188354,0.3284607244850055
0.53125,0.08635063235200183,0.7354762351535507
0.5,0.9508460828438084,0.43280757419631927
0.875,0.03786340466481245,0.3305749453306357
0.65625,0.36879515488155074,0.6763126515201692
0.6875,0.9145199410742237,0.0
0.5,0.7533563526073654,0.6046133689982516
0.71875,0.8797286599260153,0.0
0.78125,0.0,0.7913542419837257
0.6875,0.7620261507663159,0.07732157908272214
0.46875,0.9596597208501744,0.4516345642547997
0.9375,0.0,0.20345709301637874
0.40625,0.9706008247333354,0.5719667126509042
0.84375,0.0,0.4096137090104277
0.9375,0.0,0.20345709301637874
0.71875,0.0,0.8958365182541967
0.21875,1.0270298137436698,0.7856531764396579
0.75,0.11563186036536219,0.620016799436256
0.6875,0.25373957605785913,0.7094667716189733
0.78125,0.5936601553774846,0.0
0.8125,0.5123860505185697,0.0
0.96875,0.0,0.12476720413769637
0.625,0.7971691212359819,0.16269204025901837
0.75,0.06264997979383521,0.7476438666595117
0.6875,0.18869066572095905,0.6678912415325291
0.46875,0.992456271967497,0.4523080679252744
0.75,0.0,0.8442224713642567
0.53125,0.9291274367045377,0.3892375191967105
0.90625,0.25108484735719044,0.006337924120620148
0.75,0.11563186036536219,0.620016799436256
0.96875,0.0,0.12476720413769637
0.5,0.9605760529364463,0.4176114675640285
0.9375,0.006581620834838626,0.15436144014156802
0.5625,1.0159094669146445,0.07223237949479301
0.59375,0.9124466035092962,0.24574839961372608
0.875,0.0,0.36231738859836354
0.53125,0.9291274367045377,0.3892375191967105
0.9375,0.0,0.20345709301637874
0.5625,1.0159094669146445,0.07223237949479301
0.53125,0.8711421225146778,0.3929962132192018
0.75,0.0,0.8442224713642567
0.8125,0.1112914522881749,0.3827731735006159
0.71875,0.0,0.8958365182541967
0.90625,0.0,0.33082660963817506
0.1875,1.0558798785129535,0.49723534411756554
0.84375,0.0,0.5096226308856093
0.75,0.0,0.8442224713642567
0.84375,0.018217018378118625,0.4009511417688228
0.78125,0.0,0.7655325824855744
0.8125,0.1112914522881749,0.3827731735006159
0.75,0.2566145760124419,0.3780738890588348
0.71875,0.13863061915041447,0.7424719315607112
0.875,0.35917585279596725,0.0
0.96875,0.0,0.12476720413769637
0.96875,0.0,0.12476720413769637
0.8125,0.32783800695054477,0.11120887902587161
0.9375,0.0,0.20345709301637874
0.96875,0.0,0.12476720413769637
0.4375,0.9605012881600112,0.5513286028106187
0.84375,0.4657121880847716,0.0
0.8125,0.04966563461002711,0.4293250901361409
0.90625,0.0,0.33082660963817506
0.90625,0.0,0.33082660963817506
0.71875,0.8255858391727287,0.0
0.75,0.0,0.8442224713642567
0.6875,0.9264025223598134,0.0
0.84375,0.4657121880847716,0.0
0.71875,0.16060278161642605,0.7256458739669593
0.625,0.5105014121473914,0.18591970693992535
0.375,1.0210125765124416,0.5744805028104037
0.9375,0.0,0.20345709301637874
0.5625,1.0159094669146445,0.07223237949479301
0.75,0.0,0.8442224713642567
0.71875,0.13863061915041447,0.7424719315607112
0.75,0.0,0.8442224713642567
0.6875,0.9145199410742237,0.0
0.71875,0.17770555861752674,0.7144897465607075
0.84375,0.4657121880847716,0.0
0.75,0.0,0.8429682888736657
0.875,0.0,0.37470973203805497
0.78125,0.0,0.7655325824855744
0.90625,0.02873822111603124,0.0474891588129914
0.59375,1.0346646905812256,0.0
0.6875,0.8797286599260153,0.0
0.90625,0.0,0.28051935100646336
0.40625,0.9664767505391036,0.5872609872127414
0.65625,0.920619397458315,0.0
0.75,0.0,0.8442224713642567
0.75,0.11563186036536219,0.620016799436256
0.78125,0.0,0.7655325824855744
0.71875,0.8797286599260153,0.0
0.75,0.0,0.8429682888736657
0.8125,0.05976484697043032,0.4184527695775571
0.5625,0.6420062275243035,0.6409260124995408
0.6875,0.9145199410742237,0.0
0.71875,0.0,0.8958365182541967
0.5625,0.9838572773862134,0.13118661437865894
0.78125,0.0,0.7913542419837257
0.71875,0.7748330426874502,0.0
0.65625,0.0,0.924381713881622
0.78125,0.0,0.7913542419837257
0.5625,1.0159094669146445,0.07223237949479301
0.8125,0.05976484697043032,0.4184527695775571
0.8125,0.32783800695054477,0.11120887902587161
0.6875,0.9145199410742237,0.0
0.84375,0.4657121880847716,0.0
0.53125,0.7500936011687503,0.553939508183201
0.625,0.8969324769858199,0.17152902158941574
0.4375,0.12045782346469726,0.82580179928211
0.8125,0.32783800695054477,0.11120887902587161
0.75,0.12276602101226002,0.15266153123127157
0.6875,0.053292583226525116,0.6754861508752994
0.65625,0.920619397458315,0.0
0.96875,0.0,0.12476720413769637
0.75,0.0,0.8442224713642567
0.96875,0.04161018912368846,0.019500493728955105
0.8125,0.18355577065684509,0.3301994469625616
0.90625,0.0,0.33082660963817506
0.9375,0.0,0.20345709301637874
0.1875,0.9879535026919097,0.926700492719806
0.90625,0.0,0.2240446158150535
0.59375,0.0618978265080378,0.5989614198192158
0.71875,0.8255858391727287,0.0
0.78125,0.02473627868158049,0.55331371599017
0.5625,1.0159094669146445,0.07223237949479301
0.59375,0.8720031210573734,0.29551764744344494
0.71875,0.7204159616426274,0.057821085353767024
0.46875,0.21586046991478378,0.8128698776574304
0.59375,0.9385426661095083,0.19102951531837098
0.9375,0.0,0.20345709301637874
0.28125,0.9396683332568445,0.8613677548675648
0.21875,0.9578501361822735,0.897887528876464
0.59375,0.44841924992090704,0.7319787538333136
0.75,0.03661175003128325,0.5319970312923152
0.8125,0.0,0.46122775590036774
0.59375,0.44841924992090704,0.7319787538333136
0.5625,1.0159094669146445,0.07223237949479301
0.4375,0.9605012881600112,0.5513286028106187
0.71875,0.04084375686954972,0.5906264545932239
0.8125,0.011630352453397387,0.43775311547765583
0.875,0.03786340466481245,0.3305749453306357
0.78125,0.011976154327175482,0.2453953899391224
0.71875,0.8797286599260153,0.0
0.78125,0.0,0.7655325824855744
0.96875,0.0,0.12476720413769637
0.03125,1.074034536359695,0.8961876199661674
0.4375,0.9605012881600112,0.5513286028106187
0.90625,0.25108484735719044,0.006337924120620148
0.75,0.0,0.8442224713642567
0.71875,0.07816410631731115,0.8218632446838222
0.375,1.0210125765124416,0.5744805028104037
0.78125,0.3592866231824532,0.13958282739318967
0.71875,0.8797286599260153,0.0
0.59375,0.8619039086969702,0.30638996800202867
0.5625,0.08984998982434865,1.0042194940023785
0.84375,0.0,0.5096226308856093
0.75,0.3081411813301866,0.34239429298189344
0.71875,0.8797286599260153,0.0
0.65625,0.0,0.924381713881622
0.75,0.0,0.8442224713642567
0.75,0.0,0.8442224713642567
0.75,0.0,0.8442224713642567
0.21875,0.3609068559405068,1.131248802817425
0.53125,0.8711421225146778,0.3929962132192018
0.65625,0.36879515488155074,0.6763126515201692
0.8125,0.5469862929436866,0.0
0.71875,0.8797286599260153,0.0
0.4375,0.999768872033178,0.0
0.9375,0.0,0.20345709301637874
0.75,0.0,0.8442224713642567
0.78125,0.0,0.7913542419837257
0.6875,0.9145199410742237,0.0
0.75,0.0,0.8442224713642567
0.78125,0.0,0.7913542419837257
0.5625,1.0159094669146445,0.07223237949479301
0.875,0.35917585279596725,0.0
0.75,0.0,0.8429682888736657
0.96875,0.0,0.12476720413769637
0.90625,0.0,0.33082660963817506
0.96875,0.0,0.12476720413769637
0.71875,0.004665338533554981,0.874368898354515
0.6875,0.9145199410742237,0.0
0.78125,0.3592866231824532,0.13958282739318967
0.625,0.8969324769858199,0.17152902158941574
0.75,0.0,0.8324870830613615
0.75,0.0,0.8442224713642567
0.90625,0.25108484735719044,0.006337924120620148
0.84375,0.0,0.5096226308856093
0.59375,0.9124466035092962,0.24574839961372605
0.71875,0.0,0.8958365182541967
0.71875,0.8797286599260153,0.0
0.84375,0.4657121880847716,0.0
0.84375,0.4657121880847716,0.0
0.65625,0.36879515488155074,0.6763126515201692
0.625,0.9487143069165477,0.04581615320236262
0.9375,0.0,0.20345709301637874
0.71875,0.8797286599260153,0.0
0.65625,0.2919304018134601,0.4527893791879448
0.96875,0.04161018912368846,0.019500493728955105
0.53125,0.0,0.8267317426198428
0.625,0.9487143069165477,0.04581615320236262
0.8125,0.05976484697043032,0.4184527695775571
0.9375,0.0,0.20345709301637874
0.75,0.0,0.8442224713642567
0.75,0.0,0.8442224713642567
0.84375,0.4657121880847716,0.0
1.0,0.0,0.0
0.15625,1.0328702186266963,0.7661824623984534
0.625,0.07506088943889021,0.9494601195417753
0.84375,0.4657121880847716,0.0
0.8125,0.18355577065684509,0.3301994469625616
0.875,0.03786340466481245,0.3305749453306357
0.625,0.8969324769858199,0.17152902158941574
0.5625,0.8875172475808495,0.3697370254677554
0.75,0.0,0.8442224713642567
0.6875,0.08703557716133765,0.5703245150797507
0.375,1.0210125765124416,0.5744805028104037
0.53125,0.521478055276504,0.7798531959295867
0.78125,0.024736278681580508,0.55331371599017
0.75,0.0,0.8442224713642567
0.96875,0.0,0.12476720413769637
0.8125,0.3176764340587648,0.12008233366423454
0.53125,0.8711421225146778,0.3929962132192018
0.09375,1.0144900378202142,0.9781532946881849
0.71875,0.40609398315277745,0.3203963002893412
0.8125,0.32783800695054477,0.11120887902587161
0.59375,0.9742992777909559,0.05273188576583795
1.0,0.0,0.0
0.84375,0.4657121880847716,0.0
0.375,0.9964262322900445,0.467653336227521
0.84375,0.37287836099383287,0.0
0.71875,0.17770555861752674,0.7144897465607075
0.84375,0.07331021644173474,0.09271807582222423
0.34375,1.0318049292155251,0.596568923740286
0.71875,0.0,0.8958365182541967
0.78125,0.0,0.7913542419837257
0.59375,0.08286953930053569,0.6315656464740558
0.78125,0.0,0.7655325824855744
0.84375,0.28622781782685636,0.09170838529691647
0.53125,1.06610499494761,0.0
0.8125,0.05976484697043032,0.4184527695775571
0.6875,0.9145199410742237,0.0
0.375,1.0214372903272027,0.03919997927289303
0.75,0.0,0.8442224713642567
0.28125,0.9430864771700213,0.5400708176483443
0.96875,0.0,0.12476720413769637
0.90625,0.0,0.33082660963817506
0.84375,0.4657121880847716,0.0
0.84375,0.4657121880847716,0.0
0.84375,0.0,0.5096226308856093
0.625,0.8969324769858199,0.17152902158941574
0.1875,0.5489429469761526,1.0720429322402218
0.84375,0.4657121880847716,0.0
0.5625,1.0159094669146445,0.07223237949479301
0.59375,0.8720031210573734,0.29551764744344494
0.90625,0.02209574735831463,0.2285808181658784
0.75,0.0,0.8442224713642567
0.625,0.8969324769858199,0.17152902158941574
0.71875,0.17770555861752674,0.7144897465607075
0.34375,0.9782449965602266,0.3362964099689768
0.5625,0.2305157589583182,0.9277149151744044
0.84375,0.4657121880847716,0.0
0.1875,0.989298752414182,0.9262614772437817
0.84375,0.4657121880847716,0.0
0.75,0.2566145760124419,0.3780738890588348
0.78125,0.0,0.5805649264550968
0.625,0.8969324769858199,0.17152902158941574
0.5625,1.0159094669146445,0.07223237949479301
0.78125,0.0,0.7913542419837257
0.8125,0.0,0.6273500853899584
0.625,0.8969324769858199,0.17152902158941574
0.96875,0.0,0.12476720413769637
0.59375,1.0346646905812256,0.0
0.71875,0.17770555861752674,0.7144897465607075
0.59375,0.44841924992090704,0.7319787538333136
0.5,0.7533563526073654,0.6046133689982516
0.5,0.8995730083090857,0.4962619194137075
0.71875,0.8797286599260153,0.0
0.625,0.19374979601377998,0.737846722625423
0.71875,0.0,0.8958365182541967
0.90625,0.0,0.33082660963817506
0.5625,0.9035140978206585,0.32589046173098385
0.59375,0.9742992777909559,0.05273188576583795
0.75,0.08996946989493745,0.15198802756079693
0.90625,0.0,0.33082660963817506
1.0,0.0,0.0
0.75,0.0,0.8442224713642567
0.4375,0.9605012881600112,0.5513286028106187
0.5625,1.0159094669146445,0.07223237949479301
0.84375,0.4657121880847716,0.0
0.9375,0.0,0.20345709301637874
0.78125,0.6392250783521571,0.0
0.625,0.8969324769858199,0.17152902158941574
0.75,0.0,0.8442224713642567
0.71875,0.349751370453875,0.3618947867108485
0.0625,1.0217838780018176,0.9966390432327583
0.71875,0.349751370453875,0.3618947867108485
0.90625,0.027623609234972916,0.0503923742700232
0.9375,0.0,0.20345709301637874
0.84375,0.4657121880847716,0.0
0.90625,0.0845749364026006,0.06095407776324248
0.5,1.0342811045162679,0.1695140981660945
0.5625,0.9540567926329845,0.2652488933426812
0.75,0.08996946989493745,0.15198802756079693
0.96875,0.0,0.12476720413769637
0.59375,1.0346646905812256,0.0
0.71875,0.8255858391727287,0.0
0.96875,0.0,0.12476720413769637
0.4375,0.9605012881600112,0.5513286028106187
